"1448","DEL PUEBLO","PERTICONE 1401","(0299)-4401939","4684"
"1449","DEL PUEBLO","VICENTE CHRESTIA 784","(0299)-4422375","4791"
"1450","DEL PUEBLO","SAN MARTIN 99","(0299)-4424032","9626"
"1451","DEL PUEBLO","BELGRANO 801","(0299)-4424032/4457200","9627"
"1452","DEL PUEBLO","MITRE 73","(0299)-4424032/4425152","9628"
"1453","DEL PUEBLO","J.B. ALBERDI 290","(0299)-4424032/4422912","9629"
"1454","DEL PUEBLO","J.B. JUSTO 301","(0299)-4424032","9631"
"1455","DEL PUEBLO","REP. DE ITALIA 40","(0299)-4424032/4422292","9632"
"1456","DEL PUEBLO","COMPL.COMAHUE-DR.RAMON 355","(0299)-4340301","12185"
"1457","DEL PUEBLO","DR.RAMON E/CASILDA Y RECONQ.","(0299)-4450917","12504"
"1458","GREGORIO ALVAREZ","1RO.MAYO ESQ.LAGOS DEL SUR","(0299)-4460826/4451352","6486"
"1459","MU.DO.N","STEFENELLI 435","(0299)-4423528","13372"
"1460","RICHIERI","RICHIERI Y TIERRA DEL FUEGO","(0299)-4470292","4686"
"1461","SAN JORGE","LAINEZ 774","(0299)-4434707","9480"
"1462","SURY","BUENOS AIRES 264","(0299)-4473062","1510"
"1463","ELEBORA","ANTARTIDA ARGENTINA 319","(0299)-4891268","2284"
"1464","FITTIPALDI","PERU 305","(0299)-4891791","2309"
"1465","NEHUEN","GRAL.PAZ 270","(0299)-422031","3068"
"1466","BOTIQUIN COPAHUE","ORTIZ VELEZ S/N","(02948)-495052","2267"
"1467","CUTRAL-CO","AV.DEL TRABAJADOR 673","(0299)-4963148","2349"
"1468","LINCOLN","OLASCOAGA 915","(0299)-4961107","2341"
"1469","LINCOLN III","AV. ROCA 601","(0299)-4965688","4462"
"1470","SAN PABLO","AV.DEL TRABAJO 398","(0299)-4862227/465219","2353"
"1471","LANIN","MARIANO MORENO 504 ANT.ARG.","(02972)-491972","5383"
"1472","BOTIQUIN RUCA LAWEN","JOSE HERNANDEZ ESQ.JUAN VALLE","(02942)-490174","7939"
"1473","DEL PUEBLO","SAN MARTIN 39","(0299)-4935143","6545"
"1474","MONASTERIO","PERITO MORENO Y GRAL ROCA","(0299)-4937776/4934261","6409"
"1475","MONASTERIO II","AV. SAN MARTIN 403 ESQ. TROMEN","(0299)-4934261/4937776","11157"
"1476","MU.DO.N. III","AVENIDA DEL TRABAJADOR 2725","(0299)-6289837","14151"
"1477","DEL CENTRO","SAN MARTIN 896","(02972)-428999/429048","5377"
"1478","FARMASALUD","VILLA PEHUENIA S/N","(0299)-154603050/4855108","10456"
"1479","MONASTERIO III","BELGRANO 494","(0299)-4920879","12625"
"1480","DEL SIGLO","AV. ARRAYANES 230","(0294)-4495003","3194"
"1481","DEL PUEBLO","AV. SAN MARTIN 374","(02942)-430883","4904"
"1482","ZAPALA","AV. SAN MARTIN 342","(02942)-432040","8908"
"1483","ZAPALA","AV.SAN MARTIN 721","(02942)-421216/432069","9481"
"1484","CIUDAD","DR.VELAZCO 420/ORELL 382","(0298)-4452556","9176"
"1485","DEL PUEBLO","AV.JULIO A.ROCA 498","(0298)-4453935","12618"
"1486","LOPEZ IBA#EZ","ALBERTI 196","(0299)-4980023","3340"
"1487","DEL PUEBLO","ESPA#A 252","(0299)-4776191","5810"
"1488","MARTIN","9 DE JULIO 429","(0299)-4781599","937"
"1489","MENGELLE","MENGELLE 1263","(0299)-4783566","5554"
"1490","NORTE","ESMERALDA 1604","(0299)-4791077 / 4792020","5115"
"1491","SAN PABLO","HIPOLITO YRIGOYEN 1064","(0299)-4784447","9195"
"1492","SANCHEZ","IRIGOYEN 310","(0299)-4996990/6544796","12068"
"1493","SAN JUAN","AV. SAN JUAN 1802","(0298)-4436906/4431496","5243"
"1494","SANCHEZ","AV. ROCA 732","(0298)-4423214/4426963","9183"
"1495","CASEROS","SARMIENTO 1 ESQ. CASEROS","(0387)-4212345/4225453","4799"
"1496","FARMAR I","CASEROS 745","(0387)-4316209/4315978","7889"
"1497","FARMAR II","ALVARADO 730","(0387)-4228047","8599"
"1498","FARMAR III","SAN MARTIN 572","(0387)-4373500/1","10007"
"1499","FARMAR IV","URQUIZA 902","(0387)-4212972","8150"
"1500","DON BOSCO","AVDA. RAWSON 599 SUR","(0264)-4222290","4924"
"1501","LOS ALAMOS","PRINGLES 911","(0266)-4446695","9916"
"1502","LOS ALAMOS BOLIVAR","BOLIVAR 1259","(0266)-4532265","10112"
"1503","LOS ALAMOS COLON","COLON 813","(0266)-4371916","13742"
"1504","LOS ALAMOS ILLIA","MITRE 888","(0266)-4690637","14328"
"1505","LOS ALAMOS JUNIN","JUNIN 914","(0266)-4532912","765"
"1506","LOS ALAMOS LAFINUR","LAFINUR 15","(0266)-4586524","14327"
"1507","LOS ALAMOS LAS HERAS","SAN MARTIN 1196","(0266)-4533126","91734"
"1508","LOS ALAMOS MAIPU","MAIPU 935","(0266)-4532918","352"
"1509","LOS ALAMOS S.MARTIN","SAN MARTIN 502","(0266)-4421587","91185"
"1510","SAN MIGUEL ARCANGEL","SAN MARTIN 501","(02656)-491569","11008"
"1511","LOS ALAMOS","RUTA 9 Y LEON GUILLET 5701","(0266)-4493207","90635"
"1512","DEL AGUILA","EDISON 2 ESQ. PEDERNERA","(02657)-427444/427474","9943"
"1513","DEL AGUILA 1","PEDERNERA 301","(02657)-427980/428242","734"
"1514","DEL AGUILA 2","AV. MITRE 601","(02657)-429633","91565"
"1515","BARBERO","CENTENARIO 352","(03469)-421182","7334"
"1516","CARATTOLI","ASURMENDI 501","(03469)-420147","6533"
"1517","MANSILLA","MARIA SAA PEREYRA 603","(03469)-420394","10176"
"1518","RIOS","PTE.ROCA 371","(03469)-420772","7033"
"1519","VUKSICH","ASURMENDI 654","(03469)-420862","9900"
"1520","BENEDETTI","RIVADAVIA 203","(03465)-471171","1544"
"1521","CAPELLA","BV.25 DE MAYO 567","(03465)-472396","12793"
"1522","DEBONIS","RECONQUISTA 846","(03465)-470727","11165"
"1523","LINGIARDI FABIANA","BV.25 DE MAYO 615","(03465)-470707","1545"
"1524","NARDONI","ALVEAR 299","(03465)-472331","10189"
"1525","ROCCHI","AV.MITRE 209","(03465)-471118","7039"
"1526","ROSELLO","BELGRANO 394","(03465)-470299","6402"
"1527","ROSELLO","MAIPU 1007","(03465)-470727","7057"
"1528","SACCANI","ITALIA 901","(03465)-471051","1546"
"1529","TONEGUZZO","ITALIA 312","(0346)-5472425","12162"
"1530","VARDESSI","ESPA#A 798","(0341)-153552755","6669"
"1531","LOVATTO","AV. SAN MARTIN Y MORENO","(03405)-492029","2132"
"1532","ARIAS","TUCUMAN 917","(03402)-461361","5276"
"1533","CARESTIA","SALTA 699","(03402)-15506275/15527232","14018"
"1534","CICCONI","CERRITO 684","(03402)-461418","6574"
"1535","CIPRIANI","AV.SAN MARTIN 603","(03402)-461111/461954","1456"
"1536","NENCIONI","SAAVEDRA 799","(03402)-467030","10440"
"1537","PLACENTI","AV.BELGRANO 632","(03402)-461369","7811"
"1538","MANGIONE","PELLEGRINI 2198","(0341)-4923162","1458"
"1539","PIGHIN","AV.AMERICA 2396","(0341)-4987017","1460"
"1540","JARA","JUAN JOSE MICHLIG 317","(03491)-492044","2598"
"1541","CARELLI DE COLOMBO","QUINTANA 360","(03382)-492016","11144"
"1542","COCORDANO","QUINTANA 301","(03382)-492016","1590"
"1543","GARNICA","BELGRANO 585","(03382)-492138","7818"
"1544","GIUDICE","LISANDRO DE LA TORRE 574","(03476)-496509","7926"
"1545","LUPO","25 DE MAYO 770","(03476)-496347","1667"
"1546","STEINBERGER","LISANDRO DE LA TORRE 232","(03492)-487499","92092"
"1547","TOSELLI","ROSARIO 16","(03492)-487527","3149"
"1548","DEL VALLE","ALEM 1376","(03464)-470885","7721"
"1549","BALSAMO","ROLDAN 1501","(03471)-461277","6445"
"1550","BIAGETTI","BV.14 DE DICIEMBRE 1802","(03471)-461595","5073"
"1551","BRACCANI","SAN MARTIN 1795","(03471)-461018","1502"
"1552","FRANCISCONI","FLOTRON 1745","(03471)-462298","6693"
"1553","G FRANCISCONI","JJ CUFFIA 1796","(03471)-15588520","14420"
"1554","GRIFFA","FRENCH 1564","(03471)-461566","6747"
"1555","GRIGHINI","DELFO CABRERA 1487","(03471)-461716","7064"
"1556","PAGURA","BV.ROLDAN 1677","(03471)-461323","1507"
"1557","SANTINELLI","BV.14 DE DICIEMBRE 1303","(03471)-462374","1516"
"1558","TERRANEO","SAN MARTIN 1453","(03471)-463197","4824"
"1559","GAIDO","BV.LEDESMA Y SAN FABIAN","(03466)-495047","2517"
"1560","VICENTIN","ARROYO CEIBAL","(03482)-497051","3174"
"1561","ANZOISE","RUTA 1-KM. 12.5-CALLE 17 S/N","(0342)-154480355","13968"
"1562","ARGUTTI","J. B. JUSTO 374","(03402)-426092","6419"
"1563","BERDINI","AV.9 DE JULIO 845","(03402)-427924","5058"
"1564","BONDIEU","SAN MARTIN 625","(03402)-426428","6646"
"1565","BONICCHI","LISANDRO DE LA TORRE 55","(03402)-428528","6493"
"1566","BRACCIO","HIPOLITO YRIGOYEN 230","(03402)-428178","8903"
"1567","CARFAGNO","J.B.JUSTO 658","(03402)-426306","7034"
"1568","CASCIANI","ISLAS MALVINAS 195","(03402)-420545","1461"
"1569","DE LUCA","LIBERTAD 231","(03402)-426428","6617"
"1570","DEL PRETE","MORENO 295","(03402)-428502","6626"
"1571","DELVECCHIO","H.PRIMERO 659","(03402)-426246","6632"
"1572","DI MAURO","MORENO 31","(03402)-429084","8655"
"1573","GAUDIO","GRAL.LOPEZ 43","(03402)-427305","6715"
"1574","GRASSI","SARMIENTO 641","(03402)-426685","6745"
"1575","GRASSO","INT. CONSTANTINI 53","(03402)-421729","11255"
"1576","GUIDI","9 DE JULIO 230","(03402)-427029","12619"
"1577","MALUCCHI","SAN MARTIN 98","(03402)-427540","6840"
"1578","MARCANTONI","BELGRANO 1247","(0340)-2429308","12426"
"1579","NIEVAS","H.YRIGOYEN 443 BIS O","(03402)-430254","11276"
"1580","TAGLIARINO","LIBERTAD 576","(03402)-429245","7135"
"1581","TOGNETTI","SAN MARTIN 337","(03402)-426364","7143"
"1582","ARRIETA","SOLDADOS ARGENTINOS 231","(03491)-493209","2081"
"1583","OROZCO","ENRIQUE CRIPPA 551","(03491)-493389","6233"
"1584","ARTEAGA","SAN MARTIN 405","(03467)-450835","6162"
"1585","BENVIN","SARMIENTO 54","(03493)-491110","3186"
"1586","ASOC.MUT.INT.Y OPER.","CALLE 112 NRO.351","(03482)-481287","12523"
"1587","BACCA","CALLE 22 N293","(03482)-483449","10775"
"1588","CANO","CALLE 18 NRO.258","(03482)-481350","6248"
"1589","DELLA ROSA","CALLE 15 NRO 1410","(03482)-482910","6324"
"1590","FERRERO","CALLE 18 NRO 695","(03482)-482151","9276"
"1591","FERRERO","CALLE 15 NRO 592","(03482)-482151","9347"
"1592","FIRPO","SAN MARTIN 1144","(03482)-481217","2509"
"1593","FRANCISCO SELLARES","CALLE 13 NRO 366","(03482)-471333","6503"
"1594","MAREGA","CALLE 18 NRO.974","(03482)-482162","2095"
"1595","MARTI","CALLE 12 NRO.892","(03482)-483408","12279"
"1596","MELGAREJO","CALLE 312 NRO.52","(03482)-480308","96153"
"1597","PIVIDORI","SAN MARTIN OESTE 298","(03482)-482446","11083"
"1598","VIANO","CALLE 9 NRO.683","(03482)-481922","3173"
"1599","VICENTIN","SAN MARTIN 875","(03482)-483437","7813"
"1600","VITTI","CALLE 4 NRO.398","(03482)-480081","8627"
"1601","WILHELM","CALLE 21 NRO.38 LOCAL 2","(03482)-482647","8330"
"1602","ZUPEL","CALLE 7 ESQ.10","(03482)-481925","6378"
"1603","CONCARI","SAN MARTIN 155","(03466)-494014","3080"
"1604","RUBIES","URQUIZA 441","(03466)-491029","3092"
"1605","DIP","AV.PAGANINI 521","(03466)-420996","2466"
"1606","FERNANDEZ","BV.SAN MARTIN 812","(03466)-420207","2496"
"1607","GALLOTTO","BENAVIDEZ 172","(03466)-420989","2531"
"1608","LORENZATTI","AV. PAGANINI 1165","(03466)-420625","7498"
"1609","PEIRETTI","LAS HERAS 172","(03466)-429992","6244"
"1610","MARCONETTI","20 DE JUNIO 127","(03492)-15258214","13402"
"1611","BATISTA","RIVADAVIA Y BELGRANO","(03464)-461113","1521"
"1612","BIONDI","ALTAMIRANO 521","(03465)-497840","7659"
"1613","STAMPELLA","SAN MARTIN 148","(03465)-497780","6976"
"1614","PIRES","RIVADAVIA 197","(03471)-496225","6913"
"1615","ROSSO","9 DE JULIO 29","(03471)-496436","1517"
"1616","TABORDA","SAN MARTIN 862","(03471)-497084","1668"
"1617","A.M.A.C.I.","SAN JERONIMO 3045","(0342)-4121436/4524701","12073"
"1618","ABREGU","AV.FREYRE 3029","(0342)-4531300","2052"
"1619","ACOSTA","SUIPACHA 2506","(0342)-4556677/3400","8710"
"1620","AGOTEGARAY","AV. FREYRE 3313","(0342)-4542838","10301"
"1621","ALEJANDRO SENN","4 DE ENERO 2599","(0342)-4529302","2589"
"1622","AMHERDT","SAAVEDRA 2499","(0342)-4524846","2079"
"1623","ARGENTI","SAN JERONIMO 1801","(0342)-4592943","2091"
"1624","ARMANDO","25 DE MAYO 3448","(0342)-4520603","2057"
"1625","ARRIMADA","MARCIAL CANDIOTI 3298","(0342)-4561397","2085"
"1626","ASINARI","CRESPO 2808","(0342)-4530042","2909"
"1627","ASOC.MUT.SERV.STA.FE","SUIPACHA 2335","(0342)-4553635","13207"
"1628","ASOC.MUTUAL BANCARIA","PRIMERA JUNTA 2664","(0342)-4558037","12654"
"1629","AZANZA","SAN MARTIN 2983","(0342)-4811118","4555"
"1630","BANCHIO","IRIGOYEN FREYRE 2200","(0342)-4522268","2104"
"1631","BARRIENTOS","9 DE JULIO 2198","(0342)-4599601","2111"
"1632","BELGRANO","RIVADAVIA 3472","(0342)-4561118","6425"
"1633","BERRON","PEDRO GOYENA 3221","(0342)-4894530","2133"
"1634","BERTOLACCINI","JUAN DIAZ DE SOLIS 2967","(0342)-4529799","2135"
"1635","BERTOLIN","URQUIZA 1067","(0342)-4580047","2902"
"1636","BOLOGNESI","AV.FACUNDO ZUVIRIA 5079","(03482)-4887805","12450"
"1637","BORDAS","LISANDRO DE LA TORRE 2649","(0342)-4598370","2165"
"1638","BORDIGNON","25 DE MAYO 3136","(0342)-4536555","6215"
"1639","BOSCH","SAN JERONIMO 3300","(0342)-4540404","2178"
"1640","BOURDIN","ALBERDI 3500","(0342)-4528066","2182"
"1641","BRAICOVICH","LOPEZ Y PLANES 4499","(0342)-4563029","91000"
"1642","BRAMBILLA","ESTANISLAO ZEBALLOS 3731","(0342)-4000623/68","2190"
"1643","BRISTOL","SAN JERONIMO 3619","(0342)-4537712","2194"
"1644","BRUNO","GENERAL PAZ 5436","(0342)-4602204","6015"
"1645","BURGI","BV.PELLEGRINI 3187","(0342)-5815787","2204"
"1646","BURGUES ROMANO","BLAS PARERA 7001","(0342)-4891807","6019"
"1647","CALCAMUGGI","E. ZEBALLOS 3049","(0342)-4695342","3422"
"1648","CAMILATTO","ESTANISLAO ZEBALLOS 2702","(0342)-4603413","2248"
"1649","CAMUSSO","GRAL.LOPEZ 3006 ESQ 4 ENERO","(0342)-4594678","3175"
"1650","CAPORIZZO","ARISTOBULO DEL VALLE 8908","(0342)-42122564","12287"
"1651","CAPRA","4 DE ENERO 1301","(0342)-4597877","2282"
"1652","CARABALLO","DIAGONAL GOYENA 3460","(0342)-4880356","2283"
"1653","CARDOSO","AV. FREYRE 2668","(0342)-4537137/4538420/4526344","6031"
"1654","CARGNELLO","MALVINAS ARGENITINAS S/N","(03497)-496032","91746"
"1655","CASTRO KARINA","BERUTTI 6561","(0342)-5944727/5399735","13428"
"1656","CATTAINO","9 DE JULIO 5198","(0342)-4526617","2313"
"1657","CHELINI","FACUNDO ZUVIRIA 4679","(0342)-4530348","2331"
"1658","CHEMES","AV.URQUIZA 2179","(0342)-4597575","7727"
"1659","CLAVE","GRAL.PAZ 4369","(0342)-4539694","2347"
"1660","COLL","AV.ARISTOBULO DEL VALLE 6029","(0342)-5818682","13988"
"1661","COLUCCI","AV.FREYRE 1908","(0342)-4599418","2356"
"1662","CONIGLIO","FACUNDO ZUVIRIA 5918","(0342)-4893327","2357"
"1663","CORNERO","AV.LOPEZ Y PLANES 4583","(0342)-4528111","2368"
"1664","COSTA","BLAS PARERA 5691","(0342)-4895215","2388"
"1665","COSTA SAMITA","ARISTOBULO DEL VALLE 6378","(0342)-4602586","3169"
"1666","CURTI","ENTRE RIOS 3298","(0342)-4598218","2221"
"1667","DAMIANI","URQUIZA 3180","(0342)-4565287","9940"
"1668","DANIEL LAGGER","AV.FDO.ZUVIRIA 6536","(0342)-4895994","2415"
"1669","DAVID","RIVADAVIA 3082","(0342)-4520417","8372"
"1670","DEAMBROGGIO","PTE.ROCA 3170","(0342)-4893427","2421"
"1671","DEAN","AV. PE#ALOZA 7308","(0342)-5849314","14161"
"1672","DONADIO","JAVIER DE LA ROSA 346","(0342)-4606020/4604281","2469"
"1673","DUARTE","1 DE MAYO 3695","(0342)-4552888","2471"
"1674","EBERHARDT","LAPRIDA 3842","(0342)-4523989","3096"
"1675","EL INCA","SAN MARTIN 2255","(0342)-4535657","2479"
"1676","ESCUDERO","AV.GALICIA 1881","(0342)-4607386","2484"
"1677","ESTERKIN","SAN JERONIMO 2001","(0342)-4597766","2485"
"1678","FACINO","DIAGONAL ESPA#A 3176","(0342)-4533373","2490"
"1679","FANESSI","10 DE MAYO 2899","(0342)-4539000","2491"
"1680","FERRO","FRANCIA 2998","(0342)-4555962","2499"
"1681","FIGUEROA SOBRERO","AV.GRAL.PAZ 7471","(0342)-4601179","2504"
"1682","FINELLI","LAS HERAS 7304","(0342)-4600104","8426"
"1683","FUCKSMANN","SAAVEDRA 3081","(0342)-4523165","10658"
"1684","GABRIEL JAUREGUI","ECHAGUE 7254","(0342)-4604556","2316"
"1685","GARCIA","RIVADAVIA 3193","(0342)-4550724","2536"
"1686","GERMAN LOPEZ","GRAL.PAZ 5201","(0342)-4528048","2447"
"1687","GHERSI","PTE. JULIO A. ROCA 2993","(0342)-5808542","13754"
"1688","GIMENEZ","URQUIZA 2332","(0342)-4526256","2071"
"1689","GIULIONI","GOROSTIAGA 3038","(0342)-4889970","2557"
"1690","GOMEZ","AV.PE#ALOZA 6971","(0342)-4843684","2559"
"1691","GOTTERO","SAN MARTIN 2699","(0342)-4566723","2565"
"1692","HISCHIER","LAMADRID 2421","(0342)-4550894","2583"
"1693","IGNACIO AZANZA","LOPEZ Y PLANES 3901","(0342)-4526526","11153"
"1694","IMHOF","M.CANDIOTTI 2796","(0342)-4566137","6062"
"1695","IMOBERDORF","F.CAYETANO RODRIGUEZ 3889","(0342)-4884801","2173"
"1696","IMVINKELRIED","LAVALLE 4201","(0342)-4566576","10655"
"1697","IOSE SANTA FE","SAN JERONIMO 2433","(0342)-4532597","4540"
"1698","IRUPE","FRANCIA 3400","(0342)-4532061","2595"
"1699","JERARQUICOS SANTA FE","TUCUMAN 2653","(0342)-4556300","10654"
